"date","year","epiweek","abbreviation","location","location_name","q_0.025","q_0.25","q_0.50","q_0.75","q_0.975"
2012-10-13,2012,41,"ME","23","Maine",0.21,1.1,2.64,6.29,32.53
2012-10-13,2012,41,"MD","24","Maryland",6.46,20.48,37.32,67.42,197.88
2012-10-13,2012,41,"MA","25","Massachusetts",2.05,6.57,12.08,22.15,69.24
2012-10-13,2012,41,"MI","26","Michigan",0.45,1.43,2.63,4.85,15.43
2012-10-13,2012,41,"MN","27","Minnesota",2.09,6.66,12.21,22.33,69.36
2012-10-13,2012,41,"MS","28","Mississippi",2.19,7,12.86,23.55,73.52
2012-10-13,2012,41,"MO","29","Missouri",0.11,0.35,0.65,1.19,3.8
2012-10-13,2012,41,"MT","30","Montana",0.14,0.46,0.85,1.56,5
2012-10-13,2012,41,"NE","31","Nebraska",0.1,0.31,0.58,1.06,3.38
2012-10-13,2012,41,"NV","32","Nevada",0.18,0.58,1.06,1.96,6.25
2012-10-13,2012,41,"NH","33","New Hampshire",0.13,0.42,0.77,1.42,4.57
2012-10-13,2012,41,"NJ","34","New Jersey",0.1,0.77,2.33,6.97,55.62
2012-10-13,2012,41,"NM","35","New Mexico",0.16,0.5,0.92,1.7,5.43
2012-10-13,2012,41,"NY","36","New York",1.07,3.4,6.25,11.45,36.08
2012-10-13,2012,41,"NC","37","North Carolina",0.25,0.81,1.49,2.75,8.8
2012-10-13,2012,41,"ND","38","North Dakota",0.14,0.46,0.85,1.57,5.07
2012-10-13,2012,41,"OH","39","Ohio",0.13,0.41,0.76,1.39,4.45
2012-10-13,2012,41,"OK","40","Oklahoma",0.72,2.31,4.25,7.82,24.81
2012-10-13,2012,41,"OR","41","Oregon",0.19,0.62,1.14,2.1,6.71
2012-10-13,2012,41,"PA","42","Pennsylvania",1.21,3.85,7.07,12.96,40.85
2012-10-13,2012,41,"RI","44","Rhode Island",0.08,0.67,2.08,6.44,53.88
2012-10-13,2012,41,"SC","45","South Carolina",3.53,11.25,20.6,37.54,114.33
2012-10-13,2012,41,"SD","46","South Dakota",1.51,4.81,8.82,16.16,50.59
2012-10-13,2012,41,"TN","47","Tennessee",0.29,1.5,3.57,8.46,43.17
2012-10-13,2012,41,"TX","48","Texas",1.37,4.37,8.03,14.74,46.5
2012-10-13,2012,41,"UT","49","Utah",0.16,0.51,0.93,1.72,5.47
2012-10-13,2012,41,"VT","50","Vermont",0.94,5.35,13.3,32.8,171.2
2012-10-13,2012,41,"VA","51","Virginia",0.15,0.48,0.89,1.64,5.23
2012-10-13,2012,41,"WA","53","Washington",2.07,6.6,12.1,22.13,68.72
2012-10-13,2012,41,"WV","54","West Virginia",0.1,0.3,0.56,1.03,3.28
2012-10-13,2012,41,"WI","55","Wisconsin",2.97,9.46,17.33,31.63,97.05
2012-10-13,2012,41,"WY","56","Wyoming",6.17,19.64,35.82,64.79,190.61
2012-10-13,2012,41,"PR","72","Puerto Rico",18.68,100.8,229.33,469.65,1116
2012-10-13,2012,41,"VI","78","Virgin Islands",1.31,17.54,66.75,233.28,1104.07
2012-10-20,2012,42,"AL","01","Alabama",2.77,8.81,16.14,29.48,91.24
2012-10-20,2012,42,"AK","02","Alaska",9.55,30.13,54.56,97.57,274.74
2012-10-20,2012,42,"AZ","04","Arizona",0.28,0.89,1.63,3,9.54
2012-10-20,2012,42,"AR","05","Arkansas",0.16,0.5,0.91,1.68,5.36
2012-10-20,2012,42,"CA","06","California",0.46,1.46,2.67,4.92,15.66
2012-10-20,2012,42,"CO","08","Colorado",0.19,0.61,1.13,2.07,6.59
2012-10-20,2012,42,"CT","09","Connecticut",0.11,0.35,0.65,1.2,3.81
2012-10-20,2012,42,"DE","10","Delaware",2.83,9.02,16.52,30.13,92.47
2012-10-20,2012,42,"DC","11","District of Columbia",0.29,1.81,4.71,12.18,72.55
2012-10-20,2012,42,"FL","12","Florida",0.49,4.23,13.04,39.83,297.53
2012-10-20,2012,42,"GA","13","Georgia",3.81,12.1,22.12,40.25,122.35
2012-10-20,2012,42,"HI","15","Hawaii",12.68,39.82,71.75,127.17,345.54
2012-10-20,2012,42,"ID","16","Idaho",14.22,73.61,166.99,351.29,958.68
2012-10-20,2012,42,"IL","17","Illinois",0.23,0.73,1.34,2.46,7.83
2012-10-20,2012,42,"IN","18","Indiana",2.47,7.86,14.4,26.3,81.24
2012-10-20,2012,42,"IA","19","Iowa",30.95,95.01,166.56,281.82,648.58
2012-10-20,2012,42,"KS","20","Kansas",1.97,10.78,26.14,62.53,293.75
2012-10-20,2012,42,"KY","21","Kentucky",0.14,0.45,0.82,1.51,4.82
2012-10-20,2012,42,"LA","22","Louisiana",1.93,6.15,11.29,20.66,64.47
2012-10-20,2012,42,"ME","23","Maine",0.33,1.72,4.1,9.75,49.87
2012-10-20,2012,42,"MD","24","Maryland",7.84,24.81,45.09,81.11,234.01
2012-10-20,2012,42,"MA","25","Massachusetts",0.16,0.5,0.92,1.7,5.45
2012-10-20,2012,42,"MI","26","Michigan",0.57,1.81,3.33,6.13,19.45
2012-10-20,2012,42,"MN","27","Minnesota",4.87,15.45,28.2,51.14,153.04
2012-10-20,2012,42,"MS","28","Mississippi",0.23,0.74,1.37,2.52,8.05
2012-10-20,2012,42,"MO","29","Missouri",0.14,0.46,0.84,1.54,4.92
2012-10-20,2012,42,"MT","30","Montana",3.34,10.66,19.53,35.62,108.85
2012-10-20,2012,42,"NE","31","Nebraska",1.76,5.62,10.3,18.86,58.89
2012-10-20,2012,42,"NV","32","Nevada",0.23,0.74,1.36,2.51,7.99
2012-10-20,2012,42,"NH","33","New Hampshire",0.16,0.53,0.97,1.8,5.77
2012-10-20,2012,42,"NJ","34","New Jersey",0.15,1.18,3.54,10.6,83.57
2012-10-20,2012,42,"NM","35","New Mexico",0.2,0.64,1.18,2.17,6.93
2012-10-20,2012,42,"NY","36","New York",3.04,9.66,17.67,32.21,98.67
2012-10-20,2012,42,"NC","37","North Carolina",9.33,29.54,53.6,96.11,272.67
2012-10-20,2012,42,"ND","38","North Dakota",2.26,7.28,13.41,24.62,76.88
2012-10-20,2012,42,"OH","39","Ohio",0.16,0.53,0.97,1.78,5.66
2012-10-20,2012,42,"OK","40","Oklahoma",0.16,0.52,0.95,1.75,5.57
2012-10-20,2012,42,"OR","41","Oregon",3.71,11.82,21.63,39.39,119.77
2012-10-20,2012,42,"PA","42","Pennsylvania",0.29,0.93,1.7,3.13,9.96
2012-10-20,2012,42,"RI","44","Rhode Island",0.12,1.05,3.24,9.99,82.18
2012-10-20,2012,42,"SC","45","South Carolina",1.65,5.28,9.69,17.75,55.47
2012-10-20,2012,42,"SD","46","South Dakota",2.92,9.27,16.97,30.95,94.97
2012-10-20,2012,42,"TN","47","Tennessee",4.04,12.87,23.55,42.85,129.76
2012-10-20,2012,42,"TX","48","Texas",2.28,7.26,13.32,24.38,76.14
2012-10-20,2012,42,"UT","49","Utah",1.62,5.15,9.44,17.28,53.95
2012-10-20,2012,42,"VT","50","Vermont",1.46,8.32,20.6,50.42,250.8
2012-10-20,2012,42,"VA","51","Virginia",0.2,0.63,1.15,2.12,6.77
2012-10-20,2012,42,"WA","53","Washington",3.34,10.62,19.43,35.39,107.92
2012-10-20,2012,42,"WV","54","West Virginia",0.12,0.39,0.72,1.32,4.21
2012-10-20,2012,42,"WI","55","Wisconsin",5.49,17.43,31.79,57.54,170.66
2012-10-20,2012,42,"WY","56","Wyoming",5.98,19.02,34.69,62.76,184.99
2012-10-20,2012,42,"PR","72","Puerto Rico",67.85,204.28,343.91,541.38,999.82
2012-10-20,2012,42,"VI","78","Virgin Islands",2.05,27.22,101.61,335.1,1233.79
2012-10-27,2012,43,"AL","01","Alabama",5.02,15.93,29.11,52.88,159.7
2012-10-27,2012,43,"AK","02","Alaska",21.75,67.49,119.88,207.39,514.97
2012-10-27,2012,43,"AZ","04","Arizona",4.22,13.39,24.47,44.49,134.64
2012-10-27,2012,43,"AR","05","Arkansas",0.23,0.74,1.36,2.5,7.99
2012-10-27,2012,43,"CA","06","California",4.61,14.66,26.82,48.86,149.42
2012-10-27,2012,43,"CO","08","Colorado",0.28,0.89,1.64,3.02,9.62
2012-10-27,2012,43,"CT","09","Connecticut",0.16,0.51,0.93,1.71,5.44
2012-10-27,2012,43,"DE","10","Delaware",5.64,17.88,32.59,58.94,174.23
2012-10-27,2012,43,"DC","11","District of Columbia",0.56,3.47,9,23.2,133.69
2012-10-27,2012,43,"FL","12","Florida",0.93,8.03,24.65,74.39,496.7
2012-10-27,2012,43,"GA","13","Georgia",5.41,17.16,31.3,56.71,169.21
2012-10-27,2012,43,"HI","15","Hawaii",15.25,47.71,85.62,150.69,398.56
2012-10-27,2012,43,"ID","16","Idaho",27.09,135.64,292.48,560.52,1182.8
2012-10-27,2012,43,"IL","17","Illinois",0.33,1.07,1.97,3.61,11.5
2012-10-27,2012,43,"IN","18","Indiana",5.19,16.47,30.04,54.43,162.41
2012-10-27,2012,43,"IA","19","Iowa",37.59,114.41,198.65,331,726.6
2012-10-27,2012,43,"KS","20","Kansas",3.77,20.55,49.4,115.85,483.46
2012-10-27,2012,43,"KY","21","Kentucky",0.2,0.65,1.2,2.2,7
2012-10-27,2012,43,"LA","22","Louisiana",5.58,17.71,32.32,58.58,174.96
2012-10-27,2012,43,"ME","23","Maine",4.34,13.85,25.37,46.2,139.58
2012-10-27,2012,43,"MD","24","Maryland",8.83,27.89,50.62,90.82,259.31
2012-10-27,2012,43,"MA","25","Massachusetts",2.92,9.34,17.15,31.37,97.13
2012-10-27,2012,43,"MI","26","Michigan",0.8,2.57,4.73,8.68,27.47
2012-10-27,2012,43,"MN","27","Minnesota",2.83,9,16.49,30.08,92.56
2012-10-27,2012,43,"MS","28","Mississippi",3.7,11.8,21.63,39.47,121.14
2012-10-27,2012,43,"MO","29","Missouri",0.21,0.68,1.26,2.31,7.36
2012-10-27,2012,43,"MT","30","Montana",0.26,0.82,1.51,2.78,8.9
2012-10-27,2012,43,"NE","31","Nebraska",2.26,7.21,13.22,24.16,75
2012-10-27,2012,43,"NV","32","Nevada",0.34,1.08,1.99,3.66,11.65
2012-10-27,2012,43,"NH","33","New Hampshire",0.76,3.98,9.49,22.48,111.56
2012-10-27,2012,43,"NJ","34","New Jersey",0.27,2.23,6.67,19.9,152.8
2012-10-27,2012,43,"NM","35","New Mexico",0.29,0.93,1.71,3.15,10.05
2012-10-27,2012,43,"NY","36","New York",4.55,14.44,26.37,47.86,143.8
2012-10-27,2012,43,"NC","37","North Carolina",16.48,51.66,92.71,163.04,428.37
2012-10-27,2012,43,"ND","38","North Dakota",0.26,0.83,1.53,2.83,9.12
2012-10-27,2012,43,"OH","39","Ohio",0.24,0.76,1.39,2.56,8.14
2012-10-27,2012,43,"OK","40","Oklahoma",1.55,4.93,9.05,16.59,52.17
2012-10-27,2012,43,"OR","41","Oregon",0.35,1.13,2.08,3.82,12.18
2012-10-27,2012,43,"PA","42","Pennsylvania",3.89,12.37,22.62,41.2,125.77
2012-10-27,2012,43,"RI","44","Rhode Island",0.23,2.01,6.22,19.08,150.78
2012-10-27,2012,43,"SC","45","South Carolina",4.12,13.11,23.96,43.57,131.66
2012-10-27,2012,43,"SD","46","South Dakota",4.03,12.79,23.37,42.48,128.55
2012-10-27,2012,43,"TN","47","Tennessee",5.34,16.97,30.99,56.18,167.38
2012-10-27,2012,43,"TX","48","Texas",3.04,9.68,17.74,32.43,100.71
2012-10-27,2012,43,"UT","49","Utah",2.23,7.1,13.01,23.77,73.61
2012-10-27,2012,43,"VT","50","Vermont",2.81,15.9,39.08,94.06,420.97
2012-10-27,2012,43,"VA","51","Virginia",0.29,0.94,1.73,3.17,10.11
2012-10-27,2012,43,"WA","53","Washington",4.37,13.87,25.34,46.01,138.48
2012-10-27,2012,43,"WV","54","West Virginia",1.05,3.35,6.16,11.29,35.61
2012-10-27,2012,43,"WI","55","Wisconsin",9.2,29.03,52.62,94.26,267.34
2012-10-27,2012,43,"WY","56","Wyoming",8.35,26.45,48.05,86.33,247.07
2012-10-27,2012,43,"PR","72","Puerto Rico",74.73,223.01,372.04,578.23,1037.36
2012-10-27,2012,43,"VI","78","Virgin Islands",3.93,51.47,184.2,537.97,1375.03
2012-11-03,2012,44,"AL","01","Alabama",9.73,30.73,55.77,100.21,288.36
2012-11-03,2012,44,"AK","02","Alaska",25.05,77.33,136.65,234.43,565.85
2012-11-03,2012,44,"AZ","04","Arizona",6.09,19.28,35.12,63.52,188.18
2012-11-03,2012,44,"AR","05","Arkansas",0.35,1.12,2.06,3.78,12.06
2012-11-03,2012,44,"CA","06","California",5,15.89,29.08,52.98,162.17
2012-11-03,2012,44,"CO","08","Colorado",2.65,8.43,15.44,28.21,87.31
2012-11-03,2012,44,"CT","09","Connecticut",0.22,0.72,1.32,2.42,7.71
2012-11-03,2012,44,"DE","10","Delaware",0.21,0.66,1.21,2.22,7.07
2012-11-03,2012,44,"DC","11","District of Columbia",1.06,6.53,16.87,43.13,234.76
2012-11-03,2012,44,"FL","12","Florida",1.76,15.07,45.9,135.4,762.03
2012-11-03,2012,44,"GA","13","Georgia",10.94,34.43,62.28,111.2,311.85
2012-11-03,2012,44,"HI","15","Hawaii",22.37,69.3,122.97,212.39,524.72
2012-11-03,2012,44,"ID","16","Idaho",1468.83,1579.12,1603.86,1617.53,1628.78
2012-11-03,2012,44,"IL","17","Illinois",0.5,1.59,2.92,5.37,17.07
2012-11-03,2012,44,"IN","18","Indiana",0.49,1.55,2.85,5.24,16.64
2012-11-03,2012,44,"IA","19","Iowa",47.54,142.74,244.38,398.51,822.72
2012-11-03,2012,44,"KS","20","Kansas",7.11,38.33,90.69,205.34,721.37
2012-11-03,2012,44,"KY","21","Kentucky",0.3,0.95,1.74,3.2,10.19
2012-11-03,2012,44,"LA","22","Louisiana",12.09,38.05,68.77,122.59,341.39
2012-11-03,2012,44,"ME","23","Maine",15.88,49.88,89.65,157.88,416.27
2012-11-03,2012,44,"MD","24","Maryland",16.86,52.7,94.44,165.84,434.9
2012-11-03,2012,44,"MA","25","Massachusetts",3.78,12.05,22.1,40.34,123.8
2012-11-03,2012,44,"MI","26","Michigan",1.14,3.63,6.66,12.22,38.51
2012-11-03,2012,44,"MN","27","Minnesota",7.7,24.34,44.21,79.57,230.55
2012-11-03,2012,44,"MS","28","Mississippi",9.55,30.23,54.94,98.8,284.29
2012-11-03,2012,44,"MO","29","Missouri",0.33,1.04,1.91,3.5,11.15
2012-11-03,2012,44,"MT","30","Montana",8.17,25.89,47.06,84.6,242.59
2012-11-03,2012,44,"NE","31","Nebraska",0.27,0.86,1.58,2.91,9.26
2012-11-03,2012,44,"NV","32","Nevada",9.76,30.78,55.79,100.01,284.8
2012-11-03,2012,44,"NH","33","New Hampshire",10.91,34.52,62.56,111.71,310.71
2012-11-03,2012,44,"NJ","34","New Jersey",0.52,4.18,12.48,37.05,271.48
2012-11-03,2012,44,"NM","35","New Mexico",0.42,1.35,2.49,4.59,14.63
2012-11-03,2012,44,"NY","36","New York",6.46,20.45,37.22,67.18,197.21
2012-11-03,2012,44,"NC","37","North Carolina",23.69,73.53,130.53,225.38,554.59
2012-11-03,2012,44,"ND","38","North Dakota",6.52,20.85,38.13,69.12,203.7
2012-11-03,2012,44,"OH","39","Ohio",0.34,1.09,2,3.68,11.7
2012-11-03,2012,44,"OK","40","Oklahoma",3.34,10.64,19.49,35.59,109.82
2012-11-03,2012,44,"OR","41","Oregon",12.7,39.95,72.05,127.93,349.87
2012-11-03,2012,44,"PA","42","Pennsylvania",3.62,11.5,21.05,38.38,117.85
2012-11-03,2012,44,"RI","44","Rhode Island",0.44,3.79,11.68,35.57,262.2
2012-11-03,2012,44,"SC","45","South Carolina",6.67,21.13,38.47,69.42,203.01
2012-11-03,2012,44,"SD","46","South Dakota",9.39,29.6,53.61,95.99,272.25
2012-11-03,2012,44,"TN","47","Tennessee",14.06,44.15,79.49,140.63,378.7
2012-11-03,2012,44,"TX","48","Texas",4.54,14.45,26.43,48.19,147.85
2012-11-03,2012,44,"UT","49","Utah",0.41,1.31,2.41,4.43,14.06
2012-11-03,2012,44,"VT","50","Vermont",5.3,29.72,72.09,168.39,643.16
2012-11-03,2012,44,"VA","51","Virginia",0.45,1.43,2.62,4.82,15.33
2012-11-03,2012,44,"WA","53","Washington",7.12,22.52,40.94,73.73,214.46
2012-11-03,2012,44,"WV","54","West Virginia",0.26,0.85,1.55,2.85,9.08
2012-11-03,2012,44,"WI","55","Wisconsin",22.84,70.78,125.6,216.94,535.99
2012-11-03,2012,44,"WY","56","Wyoming",16.99,53.17,95.25,167,434.28
2012-11-03,2012,44,"PR","72","Puerto Rico",128.74,358.61,560.85,802.4,1223.25
2012-11-03,2012,44,"VI","78","Virgin Islands",7.39,94.27,314.42,777.75,1460.11
2012-11-10,2012,45,"AL","01","Alabama",17.09,53.54,96.27,170.12,457.57
2012-11-10,2012,45,"AK","02","Alaska",34.61,105.53,183.86,308.3,691.25
2012-11-10,2012,45,"AZ","04","Arizona",0.77,2.46,4.53,8.31,26.31
2012-11-10,2012,45,"AR","05","Arkansas",4.67,14.84,27.15,49.46,151.04
2012-11-10,2012,45,"CA","06","California",8.3,26.3,47.95,86.87,259
2012-11-10,2012,45,"CO","08","Colorado",5.77,18.28,33.33,60.4,180.45
2012-11-10,2012,45,"CT","09","Connecticut",1.92,6.11,11.19,20.47,63.64
2012-11-10,2012,45,"DE","10","Delaware",7.1,22.45,40.82,73.51,213.37
2012-11-10,2012,45,"DC","11","District of Columbia",1.7,10.43,26.83,67.96,346.39
2012-11-10,2012,45,"FL","12","Florida",2.82,24.03,72.52,208.26,988.46
2012-11-10,2012,45,"GA","13","Georgia",15.77,49.37,88.69,156.5,418.72
2012-11-10,2012,45,"HI","15","Hawaii",23.93,73.99,130.98,225.38,549.6
2012-11-10,2012,45,"ID","16","Idaho",479.91,928.31,1148.82,1317.69,1495.85
2012-11-10,2012,45,"IL","17","Illinois",6.96,22.04,40.16,72.64,215.27
2012-11-10,2012,45,"IN","18","Indiana",6.29,19.92,36.28,65.57,193.57
2012-11-10,2012,45,"IA","19","Iowa",75.17,217.95,359.91,556.96,1008.24
2012-11-10,2012,45,"KS","20","Kansas",11.35,60.54,140.55,305.8,913.44
2012-11-10,2012,45,"KY","21","Kentucky",0.4,1.26,2.32,4.26,13.53
2012-11-10,2012,45,"LA","22","Louisiana",10.99,34.63,62.72,112.24,317.67
2012-11-10,2012,45,"ME","23","Maine",11.38,35.98,65.13,116.17,321.87
2012-11-10,2012,45,"MD","24","Maryland",13.32,41.84,75.42,133.77,364.6
2012-11-10,2012,45,"MA","25","Massachusetts",8.4,26.66,48.56,87.62,255.48
2012-11-10,2012,45,"MI","26","Michigan",1.47,4.69,8.61,15.78,49.52
2012-11-10,2012,45,"MN","27","Minnesota",14.7,46.06,82.8,146.29,393.13
2012-11-10,2012,45,"MS","28","Mississippi",17.96,56.32,101.19,178.37,473.71
2012-11-10,2012,45,"MO","29","Missouri",1.48,4.71,8.65,15.87,50.08
2012-11-10,2012,45,"MT","30","Montana",7.26,23.04,41.94,75.6,219.32
2012-11-10,2012,45,"NE","31","Nebraska",0.36,1.15,2.11,3.88,12.36
2012-11-10,2012,45,"NV","32","Nevada",0.67,2.13,3.91,7.17,22.77
2012-11-10,2012,45,"NH","33","New Hampshire",14.5,45.67,82.28,145.47,388.85
2012-11-10,2012,45,"NJ","34","New Jersey",0.82,6.67,19.89,58.7,407.23
2012-11-10,2012,45,"NM","35","New Mexico",0.56,1.8,3.31,6.09,19.4
2012-11-10,2012,45,"NY","36","New York",7.27,22.98,41.78,75.27,219.11
2012-11-10,2012,45,"NC","37","North Carolina",68.11,199.81,333.7,524.51,984.36
2012-11-10,2012,45,"ND","38","North Dakota",4.73,15.17,27.83,50.73,153.17
2012-11-10,2012,45,"OH","39","Ohio",8.85,27.91,50.62,90.81,259.61
2012-11-10,2012,45,"OK","40","Oklahoma",3.87,12.31,22.55,41.13,126.54
2012-11-10,2012,45,"OR","41","Oregon",0.66,2.12,3.89,7.15,22.68
2012-11-10,2012,45,"PA","42","Pennsylvania",6.79,21.51,39.19,70.94,210.74
2012-11-10,2012,45,"RI","44","Rhode Island",0.71,6.06,18.6,56.18,382.58
2012-11-10,2012,45,"SC","45","South Carolina",14.81,46.44,83.46,147.23,392.63
2012-11-10,2012,45,"SD","46","South Dakota",8.08,25.52,46.33,83.28,240.26
2012-11-10,2012,45,"TN","47","Tennessee",16.23,50.83,91.23,160.53,423.38
2012-11-10,2012,45,"TX","48","Texas",11.1,35.08,63.71,114.58,331.19
2012-11-10,2012,45,"UT","49","Utah",5.77,18.27,33.29,60.2,178.22
2012-11-10,2012,45,"VT","50","Vermont",8.46,47.05,112.36,253.59,830.22
2012-11-10,2012,45,"VA","51","Virginia",0.61,1.96,3.6,6.6,21.02
2012-11-10,2012,45,"WA","53","Washington",10.41,32.79,59.3,105.86,296.52
2012-11-10,2012,45,"WV","54","West Virginia",0.36,1.13,2.08,3.83,12.18
2012-11-10,2012,45,"WI","55","Wisconsin",21.99,68.24,121.27,210.02,523.7
2012-11-10,2012,45,"WY","56","Wyoming",18.78,58.64,104.75,182.81,467.29
2012-11-10,2012,45,"PR","72","Puerto Rico",173.55,458.37,685.62,932.36,1308.53
2012-11-10,2012,45,"VI","78","Virgin Islands",11.79,145.57,449.06,959.27,1499.6
2012-11-17,2012,46,"AL","01","Alabama",34.71,106.9,188.47,322.15,768.56
2012-11-17,2012,46,"AK","02","Alaska",65.51,192.04,320.91,505.24,953.43
2012-11-17,2012,46,"AZ","04","Arizona",32.52,99.83,175.35,297.99,697.41
2012-11-17,2012,46,"AR","05","Arkansas",0.96,3.08,5.65,10.39,33.07
2012-11-17,2012,46,"CA","06","California",19.3,60.69,109.62,195.21,541.33
2012-11-17,2012,46,"CO","08","Colorado",5.92,18.79,34.29,62.23,187
2012-11-17,2012,46,"CT","09","Connecticut",5.99,18.98,34.58,62.51,184.56
2012-11-17,2012,46,"DE","10","Delaware",16.51,51.59,92.42,162.18,424.36
2012-11-17,2012,46,"DC","11","District of Columbia",4.95,30.1,76.04,184.21,723.6
2012-11-17,2012,46,"FL","12","Florida",8.25,68.95,198.81,507.45,1468.67
2012-11-17,2012,46,"GA","13","Georgia",33.95,104.11,182.63,309.67,719.54
2012-11-17,2012,46,"HI","15","Hawaii",39.34,119.26,206.49,342.79,745.61
2012-11-17,2012,46,"ID","16","Idaho",1676.45,1733.99,1746.3,1753.01,1758.49
2012-11-17,2012,46,"IL","17","Illinois",21.08,65.82,117.86,206.77,540.93
2012-11-17,2012,46,"IN","18","Indiana",20.54,63.92,114.06,198.91,509.03
2012-11-17,2012,46,"IA","19","Iowa",119.19,327.99,515.45,747.47,1182.56
2012-11-17,2012,46,"KS","20","Kansas",32.87,165.96,354.32,660.83,1293.89
2012-11-17,2012,46,"KY","21","Kentucky",14.38,45.12,81.26,144.02,391.96
2012-11-17,2012,46,"LA","22","Louisiana",31.48,97.04,171.22,293.07,702.26
2012-11-17,2012,46,"ME","23","Maine",25.97,80.55,142.61,244.88,589.72
2012-11-17,2012,46,"MD","24","Maryland",40.52,123.1,213.55,355.53,779.54
2012-11-17,2012,46,"MA","25","Massachusetts",0.91,2.92,5.37,9.89,31.53
2012-11-17,2012,46,"MI","26","Michigan",172.52,447.67,669.42,915.92,1310.51
2012-11-17,2012,46,"MN","27","Minnesota",27.11,83.68,147.91,253.89,614.38
2012-11-17,2012,46,"MS","28","Mississippi",26.51,82.52,146.98,255.23,641.19
2012-11-17,2012,46,"MO","29","Missouri",2.96,9.42,17.28,31.64,99.01
2012-11-17,2012,46,"MT","30","Montana",18.47,57.74,103.25,180.41,462.55
2012-11-17,2012,46,"NE","31","Nebraska",0.69,2.21,4.06,7.46,23.69
2012-11-17,2012,46,"NV","32","Nevada",1.28,4.09,7.51,13.79,43.62
2012-11-17,2012,46,"NH","33","New Hampshire",6.68,34.47,79.95,178.58,636.91
2012-11-17,2012,46,"NJ","34","New Jersey",2.38,19.2,56.68,162.49,895.46
2012-11-17,2012,46,"NM","35","New Mexico",13.19,41.59,75.21,134.04,371.42
2012-11-17,2012,46,"NY","36","New York",22.14,68.72,122.23,212.03,532.28
2012-11-17,2012,46,"NC","37","North Carolina",146.81,393.59,604.28,851.82,1280.14
2012-11-17,2012,46,"ND","38","North Dakota",17.77,55.99,100.61,176.84,460.19
2012-11-17,2012,46,"OH","39","Ohio",11.82,37.17,67.16,119.68,332.78
2012-11-17,2012,46,"OK","40","Oklahoma",4.86,15.46,28.3,51.61,158.51
2012-11-17,2012,46,"OR","41","Oregon",36.46,111.33,194.15,325.87,732.03
2012-11-17,2012,46,"PA","42","Pennsylvania",7.38,23.41,42.69,77.35,230.83
2012-11-17,2012,46,"RI","44","Rhode Island",2.06,17.59,53.2,154.01,770.35
2012-11-17,2012,46,"SC","45","South Carolina",36.6,111.57,194.19,324.91,722.83
2012-11-17,2012,46,"SD","46","South Dakota",26.01,80.35,142.14,244.36,594.45
2012-11-17,2012,46,"TN","47","Tennessee",42.1,127.66,220.81,365.74,788.96
2012-11-17,2012,46,"TX","48","Texas",19.49,61.24,110.47,196.27,539.29
2012-11-17,2012,46,"UT","49","Utah",13.07,41.02,73.92,131.14,358.24
2012-11-17,2012,46,"VT","50","Vermont",24.5,130.46,290.21,570.29,1220.92
2012-11-17,2012,46,"VA","51","Virginia",9.99,31.62,57.58,104.05,306.75
2012-11-17,2012,46,"WA","53","Washington",22.29,69.14,122.89,212.9,531.78
2012-11-17,2012,46,"WV","54","West Virginia",3.66,11.63,21.29,38.82,119.38
2012-11-17,2012,46,"WI","55","Wisconsin",63.07,185.9,312.36,495.66,953.53
2012-11-17,2012,46,"WY","56","Wyoming",14.07,44.21,79.61,140.78,378.14
2012-11-17,2012,46,"PR","72","Puerto Rico",222.88,557.62,800.35,1042.55,1374.87
2012-11-17,2012,46,"VI","78","Virgin Islands",33.96,361.23,847.18,1289.7,1545.69
2012-11-24,2012,47,"AL","01","Alabama",41.49,127.27,223.36,378.99,882.5
2012-11-24,2012,47,"AK","02","Alaska",104.94,293.23,467.7,691.33,1135.77
2012-11-24,2012,47,"AZ","04","Arizona",53.4,160.16,274.27,447.82,929.52
2012-11-24,2012,47,"AR","05","Arkansas",20.23,63.49,114.31,202.38,547.67
2012-11-24,2012,47,"CA","06","California",30.36,94.81,169.82,298.09,781.49
2012-11-24,2012,47,"CO","08","Colorado",12.22,38.53,69.8,124.96,354.27
2012-11-24,2012,47,"CT","09","Connecticut",9.9,31.22,56.53,101.11,285.46
2012-11-24,2012,47,"DE","10","Delaware",26.44,81.55,143.91,246.29,589.54
2012-11-24,2012,47,"DC","11","District of Columbia",9.74,58.39,143.72,328.33,1004.47
2012-11-24,2012,47,"FL","12","Florida",16.41,133.21,361.74,810.47,1697.61
2012-11-24,2012,47,"GA","13","Georgia",66.16,195.71,330.27,527.56,1032.74
2012-11-24,2012,47,"HI","15","Hawaii",50.07,149.76,255.55,414.9,847.29
2012-11-24,2012,47,"ID","16","Idaho",938.68,1332.6,1458.29,1536.47,1606.23
2012-11-24,2012,47,"IL","17","Illinois",32.59,100.63,177.96,305.76,742.24
2012-11-24,2012,47,"IN","18","Indiana",38.98,118.7,206.64,346.08,773.54
2012-11-24,2012,47,"IA","19","Iowa",189.68,482.64,710.43,955.32,1330.06
2012-11-24,2012,47,"KS","20","Kansas",64.09,300.38,582.24,944.42,1457.04
2012-11-24,2012,47,"KY","21","Kentucky",63.61,188.13,317.47,507.12,992.97
2012-11-24,2012,47,"LA","22","Louisiana",51.02,154.19,266.16,439.86,944.73
2012-11-24,2012,47,"ME","23","Maine",45.15,136.64,235.36,386.9,814.52
