"date","year","epiweek","abbreviation","location","location_name","q_0.025","q_0.25","q_0.50","q_0.75","q_0.975"
2016-06-18,2016,24,"VA","51","Virginia",0.12,0.39,0.72,1.32,4.22
2016-06-18,2016,24,"WA","53","Washington",1.11,3.55,6.51,11.94,37.58
2016-06-18,2016,24,"WV","54","West Virginia",0.06,0.2,0.36,0.67,2.14
2016-06-18,2016,24,"WI","55","Wisconsin",0.1,0.31,0.57,1.05,3.36
2016-06-18,2016,24,"WY","56","Wyoming",0.07,0.37,0.9,2.16,11.45
2016-06-18,2016,24,"PR","72","Puerto Rico",0.97,3.09,5.7,10.48,33.55
2016-06-18,2016,24,"VI","78","Virgin Islands",0,0.02,0.08,0.3,3.79
2016-06-25,2016,25,"AL","01","Alabama",0.13,0.42,0.77,1.41,4.5
2016-06-25,2016,25,"AK","02","Alaska",0.11,0.62,1.54,3.79,20.9
2016-06-25,2016,25,"AZ","04","Arizona",0.14,0.45,0.82,1.51,4.83
2016-06-25,2016,25,"AR","05","Arkansas",0.08,0.26,0.49,0.89,2.85
2016-06-25,2016,25,"CA","06","California",0.24,0.77,1.41,2.6,8.29
2016-06-25,2016,25,"CO","08","Colorado",0.69,2.21,4.07,7.47,23.66
2016-06-25,2016,25,"CT","09","Connecticut",0.6,1.92,3.53,6.48,20.55
2016-06-25,2016,25,"DE","10","Delaware",0.06,0.19,0.35,0.64,2.06
2016-06-25,2016,25,"DC","11","District of Columbia",0.15,1.05,2.89,7.93,52.97
2016-06-25,2016,25,"FL","12","Florida",0.11,0.94,2.86,8.69,71.69
2016-06-25,2016,25,"GA","13","Georgia",0.95,3.04,5.58,10.24,32.32
2016-06-25,2016,25,"HI","15","Hawaii",1.03,3.3,6.06,11.11,35.02
2016-06-25,2016,25,"ID","16","Idaho",0.1,0.53,1.28,3.06,16.03
2016-06-25,2016,25,"IL","17","Illinois",0.09,0.3,0.55,1.01,3.22
2016-06-25,2016,25,"IN","18","Indiana",0.68,2.17,4,7.34,23.3
2016-06-25,2016,25,"IA","19","Iowa",0.07,0.23,0.42,0.77,2.47
2016-06-25,2016,25,"KS","20","Kansas",0.09,0.28,0.51,0.93,2.99
2016-06-25,2016,25,"KY","21","Kentucky",0.08,0.27,0.49,0.9,2.87
2016-06-25,2016,25,"LA","22","Louisiana",1.49,4.77,8.76,16.06,50.37
2016-06-25,2016,25,"ME","23","Maine",0.1,0.56,1.34,3.23,17.15
2016-06-25,2016,25,"MD","24","Maryland",0.07,0.21,0.39,0.72,2.32
2016-06-25,2016,25,"MA","25","Massachusetts",0.09,0.28,0.52,0.95,3.04
2016-06-25,2016,25,"MI","26","Michigan",0.13,0.42,0.77,1.41,4.49
2016-06-25,2016,25,"MN","27","Minnesota",0.58,1.84,3.39,6.23,19.75
2016-06-25,2016,25,"MS","28","Mississippi",0.16,0.52,0.95,1.76,5.61
2016-06-25,2016,25,"MO","29","Missouri",0.1,0.31,0.57,1.05,3.36
2016-06-25,2016,25,"MT","30","Montana",0.06,0.19,0.34,0.63,2.03
2016-06-25,2016,25,"NE","31","Nebraska",0.06,0.18,0.33,0.61,1.95
2016-06-25,2016,25,"NV","32","Nevada",0.11,0.6,1.43,3.41,17.88
2016-06-25,2016,25,"NH","33","New Hampshire",0.02,0.12,0.28,0.68,3.54
2016-06-25,2016,25,"NJ","34","New Jersey",0.05,0.42,1.24,3.7,29.41
2016-06-25,2016,25,"NM","35","New Mexico",0.08,0.25,0.46,0.85,2.72
2016-06-25,2016,25,"NY","36","New York",0.45,1.44,2.65,4.87,15.47
2016-06-25,2016,25,"NC","37","North Carolina",0.14,0.45,0.83,1.54,4.91
2016-06-25,2016,25,"ND","38","North Dakota",0.02,0.12,0.29,0.7,3.64
2016-06-25,2016,25,"OH","39","Ohio",0.46,1.45,2.67,4.91,15.61
2016-06-25,2016,25,"OK","40","Oklahoma",0.61,1.95,3.59,6.59,20.93
2016-06-25,2016,25,"OR","41","Oregon",1.07,3.43,6.3,11.55,36.35
2016-06-25,2016,25,"PA","42","Pennsylvania",0.12,0.39,0.72,1.33,4.24
2016-06-25,2016,25,"RI","44","Rhode Island",0.05,0.42,1.3,4,33.36
2016-06-25,2016,25,"SC","45","South Carolina",0.06,0.18,0.34,0.62,2
2016-06-25,2016,25,"SD","46","South Dakota",0.05,0.16,0.29,0.53,1.7
2016-06-25,2016,25,"TN","47","Tennessee",0.76,2.44,4.49,8.24,26.05
2016-06-25,2016,25,"TX","48","Texas",2.19,6.99,12.84,23.52,73.64
2016-06-25,2016,25,"UT","49","Utah",0.65,2.09,3.84,7.06,22.34
2016-06-25,2016,25,"VT","50","Vermont",0.04,0.22,0.52,1.23,6.35
2016-06-25,2016,25,"VA","51","Virginia",0.12,0.39,0.72,1.32,4.21
2016-06-25,2016,25,"WA","53","Washington",1.32,4.2,7.71,14.14,44.35
2016-06-25,2016,25,"WV","54","West Virginia",0.06,0.2,0.37,0.68,2.17
2016-06-25,2016,25,"WI","55","Wisconsin",0.1,0.32,0.58,1.07,3.42
2016-06-25,2016,25,"WY","56","Wyoming",0.07,0.39,0.94,2.26,11.98
2016-06-25,2016,25,"PR","72","Puerto Rico",0.95,3.04,5.6,10.3,32.96
2016-06-25,2016,25,"VI","78","Virgin Islands",0,0.02,0.08,0.31,3.92
2016-07-02,2016,26,"AL","01","Alabama",0.08,0.26,0.47,0.87,2.79
2016-07-02,2016,26,"AK","02","Alaska",0.05,0.27,0.66,1.62,9.01
2016-07-02,2016,26,"AZ","04","Arizona",0.09,0.27,0.5,0.92,2.95
2016-07-02,2016,26,"AR","05","Arkansas",0.05,0.16,0.3,0.54,1.74
2016-07-02,2016,26,"CA","06","California",0.15,0.48,0.88,1.61,5.15
2016-07-02,2016,26,"CO","08","Colorado",0.43,1.38,2.53,4.65,14.77
2016-07-02,2016,26,"CT","09","Connecticut",0.38,1.21,2.22,4.08,12.98
2016-07-02,2016,26,"DE","10","Delaware",0.04,0.12,0.22,0.41,1.31
2016-07-02,2016,26,"DC","11","District of Columbia",0.07,0.45,1.24,3.41,23.17
2016-07-02,2016,26,"FL","12","Florida",0.05,0.45,1.37,4.15,34.34
2016-07-02,2016,26,"GA","13","Georgia",0.09,0.27,0.5,0.92,2.95
2016-07-02,2016,26,"HI","15","Hawaii",1.21,3.87,7.11,13.04,40.98
2016-07-02,2016,26,"ID","16","Idaho",0.04,0.23,0.55,1.31,6.91
2016-07-02,2016,26,"IL","17","Illinois",0.06,0.19,0.34,0.63,2.01
2016-07-02,2016,26,"IN","18","Indiana",0.05,0.18,0.32,0.59,1.9
2016-07-02,2016,26,"IA","19","Iowa",0.04,0.14,0.26,0.48,1.54
2016-07-02,2016,26,"KS","20","Kansas",0.03,0.14,0.32,0.77,4
2016-07-02,2016,26,"KY","21","Kentucky",0.05,0.16,0.3,0.55,1.77
2016-07-02,2016,26,"LA","22","Louisiana",0.1,0.31,0.57,1.05,3.35
2016-07-02,2016,26,"ME","23","Maine",0.04,0.24,0.57,1.38,7.36
2016-07-02,2016,26,"MD","24","Maryland",0.04,0.13,0.24,0.45,1.43
2016-07-02,2016,26,"MA","25","Massachusetts",0.06,0.18,0.33,0.6,1.92
2016-07-02,2016,26,"MI","26","Michigan",0.08,0.26,0.48,0.88,2.83
2016-07-02,2016,26,"MN","27","Minnesota",0.05,0.16,0.3,0.56,1.78
2016-07-02,2016,26,"MS","28","Mississippi",0.1,0.32,0.59,1.08,3.44
2016-07-02,2016,26,"MO","29","Missouri",0.06,0.19,0.35,0.65,2.07
2016-07-02,2016,26,"MT","30","Montana",0.04,0.12,0.22,0.4,1.28
2016-07-02,2016,26,"NE","31","Nebraska",0.04,0.11,0.21,0.38,1.22
2016-07-02,2016,26,"NV","32","Nevada",0.05,0.26,0.63,1.5,7.91
2016-07-02,2016,26,"NH","33","New Hampshire",0.02,0.07,0.13,0.25,0.79
2016-07-02,2016,26,"NJ","34","New Jersey",0.02,0.19,0.56,1.66,13.3
2016-07-02,2016,26,"NM","35","New Mexico",0.05,0.16,0.29,0.53,1.69
2016-07-02,2016,26,"NY","36","New York",0.07,0.21,0.39,0.72,2.29
2016-07-02,2016,26,"NC","37","North Carolina",0.08,0.41,0.96,2.28,11.77
2016-07-02,2016,26,"ND","38","North Dakota",0.01,0.05,0.12,0.3,1.55
2016-07-02,2016,26,"OH","39","Ohio",0.06,0.19,0.35,0.64,2.06
2016-07-02,2016,26,"OK","40","Oklahoma",0.06,0.2,0.36,0.67,2.13
2016-07-02,2016,26,"OR","41","Oregon",0.07,0.23,0.43,0.79,2.53
2016-07-02,2016,26,"PA","42","Pennsylvania",0.08,0.24,0.44,0.82,2.61
2016-07-02,2016,26,"RI","44","Rhode Island",0.02,0.18,0.56,1.71,14.38
2016-07-02,2016,26,"SC","45","South Carolina",0.04,0.12,0.21,0.39,1.26
2016-07-02,2016,26,"SD","46","South Dakota",0.03,0.1,0.18,0.33,1.06
2016-07-02,2016,26,"TN","47","Tennessee",0.05,0.16,0.29,0.54,1.71
2016-07-02,2016,26,"TX","48","Texas",0.99,3.17,5.82,10.69,33.89
2016-07-02,2016,26,"UT","49","Utah",0.41,1.31,2.41,4.43,14.08
2016-07-02,2016,26,"VT","50","Vermont",0.02,0.09,0.22,0.52,2.69
2016-07-02,2016,26,"VA","51","Virginia",0.07,0.24,0.44,0.81,2.59
2016-07-02,2016,26,"WA","53","Washington",0.6,1.92,3.53,6.49,20.58
2016-07-02,2016,26,"WV","54","West Virginia",0.04,0.12,0.23,0.42,1.35
2016-07-02,2016,26,"WI","55","Wisconsin",0.34,1.1,2.03,3.73,11.86
2016-07-02,2016,26,"WY","56","Wyoming",0.03,0.17,0.4,0.96,5.11
2016-07-02,2016,26,"PR","72","Puerto Rico",0.57,1.83,3.37,6.2,19.84
2016-07-02,2016,26,"VI","78","Virgin Islands",0,0.01,0.03,0.11,1.47
2016-07-09,2016,27,"AL","01","Alabama",0.1,0.32,0.59,1.08,3.44
2016-07-09,2016,27,"AK","02","Alaska",0.07,0.39,0.96,2.37,13.15
2016-07-09,2016,27,"AZ","04","Arizona",0.11,0.34,0.62,1.14,3.66
2016-07-09,2016,27,"AR","05","Arkansas",0.06,0.2,0.37,0.67,2.16
2016-07-09,2016,27,"CA","06","California",0.66,2.11,3.88,7.13,22.64
2016-07-09,2016,27,"CO","08","Colorado",0.08,0.26,0.49,0.89,2.85
2016-07-09,2016,27,"CT","09","Connecticut",0.06,0.2,0.37,0.69,2.2
2016-07-09,2016,27,"DE","10","Delaware",0.04,0.2,0.47,1.11,5.77
2016-07-09,2016,27,"DC","11","District of Columbia",0.1,0.66,1.81,4.97,33.61
2016-07-09,2016,27,"FL","12","Florida",0.07,0.62,1.89,5.73,47.41
2016-07-09,2016,27,"GA","13","Georgia",0.58,1.86,3.42,6.29,19.96
2016-07-09,2016,27,"HI","15","Hawaii",0.21,1.09,2.59,6.14,31.37
2016-07-09,2016,27,"ID","16","Idaho",0.06,0.33,0.8,1.92,10.08
2016-07-09,2016,27,"IL","17","Illinois",0.07,0.23,0.42,0.77,2.47
2016-07-09,2016,27,"IN","18","Indiana",0.07,0.22,0.4,0.74,2.35
2016-07-09,2016,27,"IA","19","Iowa",0.05,0.18,0.32,0.59,1.9
2016-07-09,2016,27,"KS","20","Kansas",0.07,0.21,0.39,0.71,2.28
2016-07-09,2016,27,"KY","21","Kentucky",0.37,1.17,2.16,3.97,12.64
2016-07-09,2016,27,"LA","22","Louisiana",0.68,2.18,4.01,7.37,23.38
2016-07-09,2016,27,"ME","23","Maine",0.06,0.35,0.84,2.02,10.76
2016-07-09,2016,27,"MD","24","Maryland",0.76,2.42,4.45,8.17,25.9
2016-07-09,2016,27,"MA","25","Massachusetts",0.07,0.22,0.4,0.74,2.35
2016-07-09,2016,27,"MI","26","Michigan",0.1,0.32,0.59,1.09,3.47
2016-07-09,2016,27,"MN","27","Minnesota",0.06,0.2,0.37,0.69,2.19
2016-07-09,2016,27,"MS","28","Mississippi",0.12,0.39,0.72,1.33,4.26
2016-07-09,2016,27,"MO","29","Missouri",0.07,0.24,0.44,0.8,2.56
2016-07-09,2016,27,"MT","30","Montana",0.05,0.15,0.27,0.49,1.57
2016-07-09,2016,27,"NE","31","Nebraska",0.04,0.14,0.26,0.47,1.5
2016-07-09,2016,27,"NV","32","Nevada",0.07,0.38,0.9,2.16,11.38
2016-07-09,2016,27,"NH","33","New Hampshire",0.01,0.07,0.17,0.42,2.18
2016-07-09,2016,27,"NJ","34","New Jersey",0.03,0.27,0.79,2.37,18.92
2016-07-09,2016,27,"NM","35","New Mexico",0.06,0.19,0.35,0.65,2.09
2016-07-09,2016,27,"NY","36","New York",0.28,0.91,1.67,3.08,9.8
2016-07-09,2016,27,"NC","37","North Carolina",0.11,0.35,0.64,1.18,3.77
2016-07-09,2016,27,"ND","38","North Dakota",0.01,0.08,0.18,0.44,2.28
2016-07-09,2016,27,"OH","39","Ohio",0.07,0.23,0.43,0.79,2.52
2016-07-09,2016,27,"OK","40","Oklahoma",0.08,0.24,0.45,0.83,2.64
2016-07-09,2016,27,"OR","41","Oregon",0.09,0.29,0.53,0.97,3.09
2016-07-09,2016,27,"PA","42","Pennsylvania",0.09,0.3,0.55,1.01,3.23
2016-07-09,2016,27,"RI","44","Rhode Island",0.03,0.26,0.81,2.5,20.99
2016-07-09,2016,27,"SC","45","South Carolina",0.04,0.14,0.26,0.48,1.55
2016-07-09,2016,27,"SD","46","South Dakota",0.04,0.12,0.22,0.41,1.31
2016-07-09,2016,27,"TN","47","Tennessee",0.06,0.2,0.36,0.66,2.11
2016-07-09,2016,27,"TX","48","Texas",1.09,3.49,6.42,11.79,37.35
2016-07-09,2016,27,"UT","49","Utah",0.68,2.17,3.98,7.31,23.14
2016-07-09,2016,27,"VT","50","Vermont",0.9,2.89,5.32,9.77,30.89
2016-07-09,2016,27,"VA","51","Virginia",0.09,0.3,0.55,1,3.21
2016-07-09,2016,27,"WA","53","Washington",0.73,2.32,4.26,7.82,24.76
2016-07-09,2016,27,"WV","54","West Virginia",0.05,0.15,0.28,0.52,1.66
2016-07-09,2016,27,"WI","55","Wisconsin",0.08,0.25,0.45,0.83,2.65
2016-07-09,2016,27,"WY","56","Wyoming",0.05,0.24,0.58,1.41,7.49
2016-07-09,2016,27,"PR","72","Puerto Rico",0.71,2.28,4.19,7.72,24.7
2016-07-09,2016,27,"VI","78","Virgin Islands",0,0.01,0.05,0.18,2.32
2016-07-16,2016,28,"AL","01","Alabama",0.08,0.26,0.48,0.88,2.83
2016-07-16,2016,28,"AK","02","Alaska",0.05,0.28,0.68,1.68,9.33
2016-07-16,2016,28,"AZ","04","Arizona",0.09,0.28,0.51,0.93,2.98
2016-07-16,2016,28,"AR","05","Arkansas",0.05,0.16,0.3,0.55,1.75
2016-07-16,2016,28,"CA","06","California",0.65,2.09,3.85,7.07,22.46
2016-07-16,2016,28,"CO","08","Colorado",0.44,1.4,2.57,4.73,15.02
2016-07-16,2016,28,"CT","09","Connecticut",0.05,0.17,0.31,0.57,1.83
2016-07-16,2016,28,"DE","10","Delaware",0.03,0.14,0.33,0.78,4.07
2016-07-16,2016,28,"DC","11","District of Columbia",0.07,0.47,1.28,3.53,23.98
2016-07-16,2016,28,"FL","12","Florida",0.06,0.46,1.39,4.22,34.92
2016-07-16,2016,28,"GA","13","Georgia",0.09,0.28,0.51,0.94,3
2016-07-16,2016,28,"HI","15","Hawaii",0.1,0.31,0.56,1.03,3.3
2016-07-16,2016,28,"ID","16","Idaho",0.04,0.24,0.57,1.36,7.15
2016-07-16,2016,28,"IL","17","Illinois",0.06,0.19,0.35,0.64,2.03
2016-07-16,2016,28,"IN","18","Indiana",0.06,0.18,0.33,0.6,1.92
2016-07-16,2016,28,"IA","19","Iowa",0.05,0.14,0.27,0.49,1.56
2016-07-16,2016,28,"KS","20","Kansas",0.03,0.14,0.33,0.79,4.1
2016-07-16,2016,28,"KY","21","Kentucky",0.27,0.88,1.61,2.96,9.44
2016-07-16,2016,28,"LA","22","Louisiana",0.55,1.76,3.24,5.95,18.92
2016-07-16,2016,28,"ME","23","Maine",0.05,0.25,0.59,1.43,7.62
2016-07-16,2016,28,"MD","24","Maryland",0.04,0.13,0.25,0.45,1.45
2016-07-16,2016,28,"MA","25","Massachusetts",0.06,0.18,0.33,0.61,1.95
2016-07-16,2016,28,"MI","26","Michigan",0.58,1.86,3.42,6.29,19.95
2016-07-16,2016,28,"MN","27","Minnesota",0.05,0.17,0.31,0.57,1.81
2016-07-16,2016,28,"MS","28","Mississippi",0.1,0.32,0.59,1.09,3.48
2016-07-16,2016,28,"MO","29","Missouri",0.25,0.79,1.44,2.66,8.47
2016-07-16,2016,28,"MT","30","Montana",0.04,0.12,0.22,0.41,1.31
2016-07-16,2016,28,"NE","31","Nebraska",0.04,0.11,0.21,0.39,1.24
2016-07-16,2016,28,"NV","32","Nevada",0.05,0.27,0.65,1.55,8.15
2016-07-16,2016,28,"NH","33","New Hampshire",0.01,0.05,0.12,0.29,1.52
2016-07-16,2016,28,"NJ","34","New Jersey",0.02,0.19,0.57,1.71,13.65
2016-07-16,2016,28,"NM","35","New Mexico",0.05,0.16,0.29,0.54,1.71
2016-07-16,2016,28,"NY","36","New York",0.33,1.06,1.94,3.58,11.38
2016-07-16,2016,28,"NC","37","North Carolina",0.09,0.29,0.53,0.97,3.11
2016-07-16,2016,28,"ND","38","North Dakota",0.01,0.05,0.13,0.31,1.6
2016-07-16,2016,28,"OH","39","Ohio",0.06,0.19,0.36,0.65,2.09
2016-07-16,2016,28,"OK","40","Oklahoma",0.06,0.2,0.37,0.68,2.16
2016-07-16,2016,28,"OR","41","Oregon",0.07,0.24,0.44,0.81,2.58
2016-07-16,2016,28,"PA","42","Pennsylvania",0.08,0.24,0.45,0.83,2.64
2016-07-16,2016,28,"RI","44","Rhode Island",0.02,0.19,0.57,1.77,14.89
2016-07-16,2016,28,"SC","45","South Carolina",0.04,0.12,0.22,0.4,1.28
2016-07-16,2016,28,"SD","46","South Dakota",0.03,0.1,0.18,0.34,1.08
2016-07-16,2016,28,"TN","47","Tennessee",0.05,0.16,0.3,0.55,1.74
2016-07-16,2016,28,"TX","48","Texas",1.18,3.77,6.92,12.71,40.21
2016-07-16,2016,28,"UT","49","Utah",0.07,0.24,0.44,0.81,2.57
2016-07-16,2016,28,"VT","50","Vermont",0.03,0.1,0.19,0.35,1.12
2016-07-16,2016,28,"VA","51","Virginia",0.08,0.24,0.45,0.82,2.62
2016-07-16,2016,28,"WA","53","Washington",0.09,0.3,0.55,1,3.21
2016-07-16,2016,28,"WV","54","West Virginia",0.04,0.13,0.23,0.43,1.37
2016-07-16,2016,28,"WI","55","Wisconsin",0.06,0.2,0.37,0.69,2.2
2016-07-16,2016,28,"WY","56","Wyoming",0.03,0.17,0.41,0.99,5.29
2016-07-16,2016,28,"PR","72","Puerto Rico",0.57,1.84,3.39,6.23,19.95
2016-07-16,2016,28,"VI","78","Virgin Islands",0,0.01,0.03,0.12,1.53
2016-07-23,2016,29,"AL","01","Alabama",1.05,3.35,6.16,11.32,35.8
2016-07-23,2016,29,"AK","02","Alaska",0.08,0.47,1.16,2.87,15.96
2016-07-23,2016,29,"AZ","04","Arizona",0.12,0.38,0.69,1.27,4.07
2016-07-23,2016,29,"AR","05","Arkansas",0.07,0.22,0.41,0.75,2.4
2016-07-23,2016,29,"CA","06","California",1.12,3.6,6.62,12.15,38.43
2016-07-23,2016,29,"CO","08","Colorado",1.08,3.44,6.32,11.6,36.59
2016-07-23,2016,29,"CT","09","Connecticut",0.08,0.43,1.02,2.43,12.55
2016-07-23,2016,29,"DE","10","Delaware",0.05,0.24,0.57,1.35,7.03
2016-07-23,2016,29,"DC","11","District of Columbia",0.12,0.8,2.19,6.02,40.66
2016-07-23,2016,29,"FL","12","Florida",0.09,0.73,2.21,6.72,55.72
2016-07-23,2016,29,"GA","13","Georgia",0.12,0.37,0.68,1.26,4.02
2016-07-23,2016,29,"HI","15","Hawaii",1.63,5.23,9.6,17.6,55.06
2016-07-23,2016,29,"ID","16","Idaho",0.08,0.4,0.97,2.32,12.24
2016-07-23,2016,29,"IL","17","Illinois",0.08,0.25,0.47,0.86,2.75
2016-07-23,2016,29,"IN","18","Indiana",0.08,0.24,0.44,0.82,2.61
2016-07-23,2016,29,"IA","19","Iowa",0.94,3,5.52,10.14,32.05
2016-07-23,2016,29,"KS","20","Kansas",0.04,0.23,0.55,1.31,6.84
2016-07-23,2016,29,"KY","21","Kentucky",0.07,0.22,0.41,0.76,2.44
2016-07-23,2016,29,"LA","22","Louisiana",0.13,0.42,0.78,1.43,4.58
2016-07-23,2016,29,"ME","23","Maine",0.08,0.42,1.01,2.45,13.08
2016-07-23,2016,29,"MD","24","Maryland",0.06,0.18,0.33,0.61,1.97
2016-07-23,2016,29,"MA","25","Massachusetts",0.73,2.34,4.3,7.9,25.03
2016-07-23,2016,29,"MI","26","Michigan",0.79,2.52,4.64,8.52,27
2016-07-23,2016,29,"MN","27","Minnesota",0.57,1.82,3.35,6.16,19.55
2016-07-23,2016,29,"MS","28","Mississippi",0.14,0.44,0.8,1.48,4.74
2016-07-23,2016,29,"MO","29","Missouri",0.08,0.26,0.48,0.89,2.84
2016-07-23,2016,29,"MT","30","Montana",0.05,0.16,0.3,0.55,1.75
2016-07-23,2016,29,"NE","31","Nebraska",0.05,0.15,0.28,0.52,1.67
2016-07-23,2016,29,"NV","32","Nevada",0.09,0.45,1.09,2.6,13.71
2016-07-23,2016,29,"NH","33","New Hampshire",0.02,0.09,0.21,0.51,2.68
2016-07-23,2016,29,"NJ","34","New Jersey",0.04,0.32,0.95,2.83,22.63
2016-07-23,2016,29,"NM","35","New Mexico",0.07,0.21,0.39,0.72,2.32
2016-07-23,2016,29,"NY","36","New York",0.09,0.29,0.53,0.97,3.1
2016-07-23,2016,29,"NC","37","North Carolina",0.13,0.7,1.66,3.93,20.3
2016-07-23,2016,29,"ND","38","North Dakota",0.02,0.09,0.22,0.53,2.76
2016-07-23,2016,29,"OH","39","Ohio",0.08,0.26,0.48,0.88,2.8
2016-07-23,2016,29,"OK","40","Oklahoma",0.08,0.27,0.5,0.92,2.93
2016-07-23,2016,29,"OR","41","Oregon",0.1,0.32,0.58,1.07,3.42
2016-07-23,2016,29,"PA","42","Pennsylvania",0.1,0.33,0.61,1.12,3.59
2016-07-23,2016,29,"RI","44","Rhode Island",0.04,0.32,0.99,3.03,25.48
2016-07-23,2016,29,"SC","45","South Carolina",0.05,0.16,0.29,0.54,1.72
2016-07-23,2016,29,"SD","46","South Dakota",0.04,0.13,0.25,0.46,1.46
2016-07-23,2016,29,"TN","47","Tennessee",0.07,0.22,0.4,0.73,2.34
2016-07-23,2016,29,"TX","48","Texas",1.15,3.67,6.76,12.42,39.37
2016-07-23,2016,29,"UT","49","Utah",0.1,0.32,0.58,1.07,3.43
2016-07-23,2016,29,"VT","50","Vermont",0.03,0.16,0.39,0.93,4.82
2016-07-23,2016,29,"VA","51","Virginia",0.1,0.33,0.61,1.11,3.56
2016-07-23,2016,29,"WA","53","Washington",0.81,2.58,4.75,8.72,27.61
2016-07-23,2016,29,"WV","54","West Virginia",0.05,0.17,0.31,0.58,1.85
2016-07-23,2016,29,"WI","55","Wisconsin",0.08,0.27,0.5,0.92,2.94
2016-07-23,2016,29,"WY","56","Wyoming",0.05,0.29,0.71,1.71,9.12
2016-07-23,2016,29,"PR","72","Puerto Rico",0.79,2.53,4.65,8.57,27.48
2016-07-23,2016,29,"VI","78","Virgin Islands",0,0.02,0.06,0.22,2.88
2016-07-30,2016,30,"AL","01","Alabama",0.09,0.28,0.51,0.94,3.01
2016-07-30,2016,30,"AK","02","Alaska",0.05,0.3,0.75,1.85,10.32
2016-07-30,2016,30,"AZ","04","Arizona",0.09,0.29,0.54,1,3.18
2016-07-30,2016,30,"AR","05","Arkansas",0.05,0.17,0.32,0.59,1.87
2016-07-30,2016,30,"CA","06","California",0.72,2.3,4.23,7.77,24.69
2016-07-30,2016,30,"CO","08","Colorado",0.07,0.23,0.42,0.78,2.5
2016-07-30,2016,30,"CT","09","Connecticut",0.06,0.18,0.33,0.6,1.93
2016-07-30,2016,30,"DE","10","Delaware",0.03,0.15,0.36,0.87,4.51
2016-07-30,2016,30,"DC","11","District of Columbia",0.07,0.51,1.42,3.89,26.47
2016-07-30,2016,30,"FL","12","Florida",0.06,0.5,1.53,4.64,38.51
2016-07-30,2016,30,"GA","13","Georgia",0.09,0.29,0.54,0.99,3.18
2016-07-30,2016,30,"HI","15","Hawaii",0.1,0.32,0.59,1.09,3.48
2016-07-30,2016,30,"ID","16","Idaho",0.05,0.26,0.63,1.5,7.91
2016-07-30,2016,30,"IL","17","Illinois",0.06,0.2,0.37,0.68,2.16
2016-07-30,2016,30,"IN","18","Indiana",0.56,1.78,3.28,6.03,19.17
2016-07-30,2016,30,"IA","19","Iowa",0.05,0.15,0.28,0.52,1.66
2016-07-30,2016,30,"KS","20","Kansas",0.03,0.15,0.37,0.87,4.54
2016-07-30,2016,30,"KY","21","Kentucky",0.43,1.38,2.55,4.68,14.9
2016-07-30,2016,30,"LA","22","Louisiana",0.82,2.64,4.85,8.91,28.22
2016-07-30,2016,30,"ME","23","Maine",0.05,0.27,0.65,1.58,8.43
2016-07-30,2016,30,"MD","24","Maryland",0.04,0.14,0.26,0.48,1.54
2016-07-30,2016,30,"MA","25","Massachusetts",0.06,0.19,0.35,0.64,2.06
2016-07-30,2016,30,"MI","26","Michigan",0.09,0.28,0.52,0.95,3.04
2016-07-30,2016,30,"MN","27","Minnesota",0.06,0.18,0.33,0.6,1.92
2016-07-30,2016,30,"MS","28","Mississippi",0.11,0.34,0.63,1.16,3.71
2016-07-30,2016,30,"MO","29","Missouri",0.06,0.21,0.38,0.7,2.23
2016-07-30,2016,30,"MT","30","Montana",0.04,0.13,0.23,0.43,1.38
2016-07-30,2016,30,"NE","31","Nebraska",0.04,0.12,0.22,0.41,1.31
2016-07-30,2016,30,"NV","32","Nevada",0.06,0.3,0.71,1.71,9.01
2016-07-30,2016,30,"NH","33","New Hampshire",0.01,0.06,0.13,0.32,1.69
2016-07-30,2016,30,"NJ","34","New Jersey",0.03,0.21,0.63,1.88,15.09
2016-07-30,2016,30,"NM","35","New Mexico",0.05,0.17,0.31,0.57,1.82
2016-07-30,2016,30,"NY","36","New York",0.26,0.83,1.52,2.8,8.92
2016-07-30,2016,30,"NC","37","North Carolina",0.09,0.46,1.09,2.59,13.39
2016-07-30,2016,30,"ND","38","North Dakota",0.01,0.06,0.14,0.34,1.78
2016-07-30,2016,30,"OH","39","Ohio",0.06,0.2,0.38,0.69,2.21
2016-07-30,2016,30,"OK","40","Oklahoma",0.07,0.21,0.39,0.72,2.3
2016-07-30,2016,30,"OR","41","Oregon",0.08,0.25,0.46,0.85,2.72
2016-07-30,2016,30,"PA","42","Pennsylvania",0.08,0.26,0.48,0.88,2.81
2016-07-30,2016,30,"RI","44","Rhode Island",0.02,0.21,0.63,1.95,16.46
2016-07-30,2016,30,"SC","45","South Carolina",0.04,0.12,0.23,0.42,1.35
2016-07-30,2016,30,"SD","46","South Dakota",0.03,0.11,0.19,0.36,1.14
2016-07-30,2016,30,"TN","47","Tennessee",0.05,0.17,0.31,0.58,1.85
2016-07-30,2016,30,"TX","48","Texas",0.91,2.9,5.34,9.81,31.16
2016-07-30,2016,30,"UT","49","Utah",0.08,0.25,0.46,0.85,2.72
2016-07-30,2016,30,"VT","50","Vermont",0.02,0.1,0.25,0.59,3.09
2016-07-30,2016,30,"VA","51","Virginia",0.08,0.26,0.47,0.87,2.79
2016-07-30,2016,30,"WA","53","Washington",0.64,2.06,3.78,6.95,22.05
2016-07-30,2016,30,"WV","54","West Virginia",0.04,0.13,0.25,0.45,1.45
